"county","state","party","procent_wykształcenie_wyższe","liczba_gł_republikanie","liczba_gł_demokraci"
Pierce,Georgia,Republican,"10 - 15 %",2841964,1491324
Red River,Louisiana,Democrat,"10 - 15 %",2841964,1491324
Banks,Georgia,Democrat,"10 - 15 %",2841964,1491324
St. Clair,Missouri,Republican,"10 - 15 %",2841964,1491324
Boone,Nebraska,Republican,"10 - 15 %",2841964,1491324
Washington,Louisiana,Democrat,"10 - 15 %",2841964,1491324
Stephens,Georgia,Democrat,"10 - 15 %",2841964,1491324
Carter,Kentucky,Republican,"10 - 15 %",2841964,1491324
Miller,Missouri,Republican,"10 - 15 %",2841964,1491324
Overton,Tennessee,Republican,"10 - 15 %",2841964,1491324
Wyoming,New York,Republican,"10 - 15 %",2841964,1491324
Lincoln,Georgia,Democrat,"10 - 15 %",2841964,1491324
Trousdale,Tennessee,Republican,"10 - 15 %",2841964,1491324
Bacon,Georgia,Republican,"10 - 15 %",2841964,1491324
Union,Louisiana,Republican,"10 - 15 %",2841964,1491324
Cameron,Pennsylvania,Republican,"10 - 15 %",2841964,1491324
Henderson,Tennessee,Republican,"10 - 15 %",2841964,1491324
Grays Harbor,Washington,Republican,"10 - 15 %",2841964,1491324
Cochran,Texas,Republican,"10 - 15 %",2841964,1491324
Andrews,Texas,Democrat,"10 - 15 %",2841964,1491324
Franklin,Alabama,Republican,"10 - 15 %",2841964,1491324
Cass,Illinois,Republican,"10 - 15 %",2841964,1491324
Conway,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Montcalm,Michigan,Democrat,"10 - 15 %",2841964,1491324
Chariton,Missouri,Democrat,"10 - 15 %",2841964,1491324
Jackson,Florida,Democrat,"10 - 15 %",2841964,1491324
Allen,Louisiana,Democrat,"10 - 15 %",2841964,1491324
Greene,North Carolina,Republican,"10 - 15 %",2841964,1491324
Pickens,Alabama,Republican,"10 - 15 %",2841964,1491324
Cumberland,New Jersey,Republican,"10 - 15 %",2841964,1491324
Stewart,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Lincoln,Wisconsin,Democrat,"10 - 15 %",2841964,1491324
Monroe,Alabama,Republican,"10 - 15 %",2841964,1491324
Lyon,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Monroe,Ohio,Republican,"10 - 15 %",2841964,1491324
McKinley,New Mexico,Republican,"10 - 15 %",2841964,1491324
Hyde,North Carolina,Democrat,"10 - 15 %",2841964,1491324
Wise,Virginia,Republican,"10 - 15 %",2841964,1491324
Dickens,Texas,Republican,"10 - 15 %",2841964,1491324
St. Martin,Louisiana,Democrat,"10 - 15 %",2841964,1491324
Preston,West Virginia,Republican,"10 - 15 %",2841964,1491324
Barry,Missouri,Democrat,"10 - 15 %",2841964,1491324
Mercer,Missouri,Democrat,"10 - 15 %",2841964,1491324
Decatur,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Clinch,Georgia,Republican,"10 - 15 %",2841964,1491324
Letcher,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Jasper,South Carolina,Republican,"10 - 15 %",2841964,1491324
Clark,Idaho,Republican,"10 - 15 %",2841964,1491324
Dinwiddie,Virginia,Democrat,"10 - 15 %",2841964,1491324
Crawford,Indiana,Republican,"10 - 15 %",2841964,1491324
Levy,Florida,Republican,"10 - 15 %",2841964,1491324
Van Buren,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Hardin,Ohio,Democrat,"10 - 15 %",2841964,1491324
Baker,Florida,Republican,"10 - 15 %",2841964,1491324
Bienville,Louisiana,Republican,"10 - 15 %",2841964,1491324
Sunflower,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Dallam,Texas,Democrat,"10 - 15 %",2841964,1491324
Hardin,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Polk,Texas,Republican,"10 - 15 %",2841964,1491324
Dooly,Georgia,Democrat,"10 - 15 %",2841964,1491324
Randolph,Missouri,Democrat,"10 - 15 %",2841964,1491324
Jasper,Texas,Democrat,"10 - 15 %",2841964,1491324
Lewis,New York,Republican,"10 - 15 %",2841964,1491324
Monroe,West Virginia,Republican,"10 - 15 %",2841964,1491324
Taylor,Wisconsin,Democrat,"10 - 15 %",2841964,1491324
Perry,Missouri,Republican,"10 - 15 %",2841964,1491324
Doddridge,West Virginia,Democrat,"10 - 15 %",2841964,1491324
Gonzales,Texas,Republican,"10 - 15 %",2841964,1491324
Copiah,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Red River,Texas,Republican,"10 - 15 %",2841964,1491324
Jasper,Indiana,Democrat,"10 - 15 %",2841964,1491324
Livingston,Illinois,Republican,"10 - 15 %",2841964,1491324
Marion,Georgia,Democrat,"10 - 15 %",2841964,1491324
St. Clair,Missouri,Democrat,"10 - 15 %",2841964,1491324
Hickman,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Jefferson,Pennsylvania,Republican,"10 - 15 %",2841964,1491324
Imperial,California,Democrat,"10 - 15 %",2841964,1491324
Dickens,Texas,Democrat,"10 - 15 %",2841964,1491324
Hyde,North Carolina,Republican,"10 - 15 %",2841964,1491324
Upshur,Texas,Republican,"10 - 15 %",2841964,1491324
Stone,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Howard,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Edgecombe,North Carolina,Democrat,"10 - 15 %",2841964,1491324
Pecos,Texas,Republican,"10 - 15 %",2841964,1491324
Rhea,Tennessee,Republican,"10 - 15 %",2841964,1491324
Marinette,Wisconsin,Republican,"10 - 15 %",2841964,1491324
Warren,North Carolina,Republican,"10 - 15 %",2841964,1491324
Hopewell,Virginia,Democrat,"10 - 15 %",2841964,1491324
Jim Wells,Texas,Republican,"10 - 15 %",2841964,1491324
Stokes,North Carolina,Democrat,"10 - 15 %",2841964,1491324
Grant,Washington,Democrat,"10 - 15 %",2841964,1491324
Jasper,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Clark,Missouri,Republican,"10 - 15 %",2841964,1491324
Upson,Georgia,Democrat,"10 - 15 %",2841964,1491324
McDuffie,Georgia,Democrat,"10 - 15 %",2841964,1491324
San Saba,Texas,Republican,"10 - 15 %",2841964,1491324
Gaines,Texas,Republican,"10 - 15 %",2841964,1491324
Clarke,Alabama,Republican,"10 - 15 %",2841964,1491324
Mifflin,Pennsylvania,Democrat,"10 - 15 %",2841964,1491324
Logan,Arkansas,Republican,"10 - 15 %",2841964,1491324
Boone,Nebraska,Democrat,"10 - 15 %",2841964,1491324
Jackson,Iowa,Democrat,"10 - 15 %",2841964,1491324
Union,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Marion,Illinois,Democrat,"10 - 15 %",2841964,1491324
Okmulgee,Oklahoma,Republican,"10 - 15 %",2841964,1491324
Searcy,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Shannon,Missouri,Democrat,"10 - 15 %",2841964,1491324
LaGrange,Indiana,Republican,"10 - 15 %",2841964,1491324
Shelby,Missouri,Republican,"10 - 15 %",2841964,1491324
Escambia,Alabama,Republican,"10 - 15 %",2841964,1491324
Howard,Iowa,Democrat,"10 - 15 %",2841964,1491324
Armstrong,Pennsylvania,Democrat,"10 - 15 %",2841964,1491324
Wirt,West Virginia,Democrat,"10 - 15 %",2841964,1491324
Lee,Virginia,Republican,"10 - 15 %",2841964,1491324
Freestone,Texas,Democrat,"10 - 15 %",2841964,1491324
Braxton,West Virginia,Democrat,"10 - 15 %",2841964,1491324
Sumter,Alabama,Democrat,"10 - 15 %",2841964,1491324
Sullivan,Indiana,Republican,"10 - 15 %",2841964,1491324
Bath,Kentucky,Republican,"10 - 15 %",2841964,1491324
Johnson,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Carroll,Ohio,Democrat,"10 - 15 %",2841964,1491324
Moore,Texas,Republican,"10 - 15 %",2841964,1491324
Wolfe,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Madison,Texas,Democrat,"10 - 15 %",2841964,1491324
Highlands,Florida,Democrat,"10 - 15 %",2841964,1491324
Colfax,Nebraska,Democrat,"10 - 15 %",2841964,1491324
Harrison,Indiana,Democrat,"10 - 15 %",2841964,1491324
Shelby,Ohio,Democrat,"10 - 15 %",2841964,1491324
Union,Florida,Democrat,"10 - 15 %",2841964,1491324
Pershing,Nevada,Republican,"10 - 15 %",2841964,1491324
Lewis,Washington,Democrat,"10 - 15 %",2841964,1491324
Person,North Carolina,Democrat,"10 - 15 %",2841964,1491324
Dent,Missouri,Democrat,"10 - 15 %",2841964,1491324
Russell,Virginia,Republican,"10 - 15 %",2841964,1491324
Columbia,Florida,Republican,"10 - 15 %",2841964,1491324
Hot Spring,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Morris,Texas,Republican,"10 - 15 %",2841964,1491324
Orange,Indiana,Republican,"10 - 15 %",2841964,1491324
Petersburg,Virginia,Democrat,"10 - 15 %",2841964,1491324
Sunflower,Mississippi,Republican,"10 - 15 %",2841964,1491324
Pendleton,Kentucky,Republican,"10 - 15 %",2841964,1491324
Pointe Coupee,Louisiana,Democrat,"10 - 15 %",2841964,1491324
Clinch,Georgia,Democrat,"10 - 15 %",2841964,1491324
Haskell,Texas,Republican,"10 - 15 %",2841964,1491324
Livingston,Kentucky,Republican,"10 - 15 %",2841964,1491324
Hickman,Tennessee,Republican,"10 - 15 %",2841964,1491324
Vance,North Carolina,Democrat,"10 - 15 %",2841964,1491324
Craig,Oklahoma,Democrat,"10 - 15 %",2841964,1491324
Neshoba,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Pike,Kentucky,Republican,"10 - 15 %",2841964,1491324
Muskingum,Ohio,Democrat,"10 - 15 %",2841964,1491324
Perry,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Graham,Arizona,Republican,"10 - 15 %",2841964,1491324
Rockingham,North Carolina,Republican,"10 - 15 %",2841964,1491324
Randolph,North Carolina,Democrat,"10 - 15 %",2841964,1491324
Anson,North Carolina,Republican,"10 - 15 %",2841964,1491324
Monroe,Mississippi,Republican,"10 - 15 %",2841964,1491324
Washington,Indiana,Democrat,"10 - 15 %",2841964,1491324
Warren,Tennessee,Republican,"10 - 15 %",2841964,1491324
Colfax,Nebraska,Republican,"10 - 15 %",2841964,1491324
Page,Virginia,Democrat,"10 - 15 %",2841964,1491324
Tattnall,Georgia,Republican,"10 - 15 %",2841964,1491324
Grant,West Virginia,Republican,"10 - 15 %",2841964,1491324
Jim Hogg,Texas,Republican,"10 - 15 %",2841964,1491324
Glades,Florida,Democrat,"10 - 15 %",2841964,1491324
Chickasaw,Iowa,Republican,"10 - 15 %",2841964,1491324
San Augustine,Texas,Democrat,"10 - 15 %",2841964,1491324
Monroe,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Miller,Missouri,Democrat,"10 - 15 %",2841964,1491324
Telfair,Georgia,Democrat,"10 - 15 %",2841964,1491324
Crittenden,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Franklin,Illinois,Republican,"10 - 15 %",2841964,1491324
Bailey,Texas,Republican,"10 - 15 %",2841964,1491324
Logan,Ohio,Democrat,"10 - 15 %",2841964,1491324
Schuylkill,Pennsylvania,Republican,"10 - 15 %",2841964,1491324
Reeves,Texas,Democrat,"10 - 15 %",2841964,1491324
St. Mary,Louisiana,Republican,"10 - 15 %",2841964,1491324
Pulaski,Indiana,Republican,"10 - 15 %",2841964,1491324
Marshall,Oklahoma,Democrat,"10 - 15 %",2841964,1491324
Pope,Illinois,Republican,"10 - 15 %",2841964,1491324
Scotland,North Carolina,Republican,"10 - 15 %",2841964,1491324
Atascosa,Texas,Democrat,"10 - 15 %",2841964,1491324
Morgan,Missouri,Democrat,"10 - 15 %",2841964,1491324
Chilton,Alabama,Republican,"10 - 15 %",2841964,1491324
Jackson,Alabama,Republican,"10 - 15 %",2841964,1491324
Randolph,Alabama,Republican,"10 - 15 %",2841964,1491324
Gonzales,Texas,Democrat,"10 - 15 %",2841964,1491324
Taylor,Florida,Democrat,"10 - 15 %",2841964,1491324
Webster,Georgia,Democrat,"10 - 15 %",2841964,1491324
Sullivan,Missouri,Republican,"10 - 15 %",2841964,1491324
Hawkins,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Okmulgee,Oklahoma,Democrat,"10 - 15 %",2841964,1491324
Dinwiddie,Virginia,Republican,"10 - 15 %",2841964,1491324
Crawford,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Castro,Texas,Democrat,"10 - 15 %",2841964,1491324
Henry,Kentucky,Republican,"10 - 15 %",2841964,1491324
Choctaw,Mississippi,Republican,"10 - 15 %",2841964,1491324
Hot Spring,Arkansas,Republican,"10 - 15 %",2841964,1491324
Perry,Missouri,Democrat,"10 - 15 %",2841964,1491324
St. Helena,Louisiana,Democrat,"10 - 15 %",2841964,1491324
Fayette,West Virginia,Democrat,"10 - 15 %",2841964,1491324
Craig,Virginia,Republican,"10 - 15 %",2841964,1491324
San Jacinto,Texas,Democrat,"10 - 15 %",2841964,1491324
Adams,Washington,Democrat,"10 - 15 %",2841964,1491324
Miami,Indiana,Democrat,"10 - 15 %",2841964,1491324
Lawrence,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Sabine,Texas,Republican,"10 - 15 %",2841964,1491324
Yalobusha,Mississippi,Republican,"10 - 15 %",2841964,1491324
Walthall,Mississippi,Republican,"10 - 15 %",2841964,1491324
Bates,Missouri,Democrat,"10 - 15 %",2841964,1491324
Hickman,Kentucky,Republican,"10 - 15 %",2841964,1491324
Tishomingo,Mississippi,Republican,"10 - 15 %",2841964,1491324
Douglas,Missouri,Democrat,"10 - 15 %",2841964,1491324
Benton,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Russell,Kentucky,Republican,"10 - 15 %",2841964,1491324
Polk,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Dewey,South Dakota,Republican,"10 - 15 %",2841964,1491324
Sabine,Texas,Democrat,"10 - 15 %",2841964,1491324
Branch,Michigan,Democrat,"10 - 15 %",2841964,1491324
McIntosh,Oklahoma,Democrat,"10 - 15 %",2841964,1491324
Whitfield,Georgia,Democrat,"10 - 15 %",2841964,1491324
Clare,Michigan,Republican,"10 - 15 %",2841964,1491324
Grant,West Virginia,Democrat,"10 - 15 %",2841964,1491324
Colleton,South Carolina,Democrat,"10 - 15 %",2841964,1491324
Van Zandt,Texas,Republican,"10 - 15 %",2841964,1491324
Muskingum,Ohio,Republican,"10 - 15 %",2841964,1491324
Scott,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Houston,Texas,Republican,"10 - 15 %",2841964,1491324
Talbot,Georgia,Democrat,"10 - 15 %",2841964,1491324
Red River,Texas,Democrat,"10 - 15 %",2841964,1491324
Page,Virginia,Republican,"10 - 15 %",2841964,1491324
Hempstead,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Fannin,Georgia,Democrat,"10 - 15 %",2841964,1491324
Juniata,Pennsylvania,Republican,"10 - 15 %",2841964,1491324
Johnson,Arkansas,Republican,"10 - 15 %",2841964,1491324
Randolph,Alabama,Democrat,"10 - 15 %",2841964,1491324
Wayne,Missouri,Republican,"10 - 15 %",2841964,1491324
Perry,Indiana,Republican,"10 - 15 %",2841964,1491324
Jackson,Wisconsin,Democrat,"10 - 15 %",2841964,1491324
Lewis,Missouri,Democrat,"10 - 15 %",2841964,1491324
Saint Francis,Arkansas,Republican,"10 - 15 %",2841964,1491324
Cass,Illinois,Democrat,"10 - 15 %",2841964,1491324
Morgan,Kentucky,Republican,"10 - 15 %",2841964,1491324
Bullock,Alabama,Democrat,"10 - 15 %",2841964,1491324
Scott,Indiana,Democrat,"10 - 15 %",2841964,1491324
Gallatin,Illinois,Democrat,"10 - 15 %",2841964,1491324
Bladen,North Carolina,Democrat,"10 - 15 %",2841964,1491324
Langlade,Wisconsin,Republican,"10 - 15 %",2841964,1491324
McDowell,North Carolina,Republican,"10 - 15 %",2841964,1491324
Falls,Texas,Democrat,"10 - 15 %",2841964,1491324
Searcy,Arkansas,Republican,"10 - 15 %",2841964,1491324
Crockett,Texas,Democrat,"10 - 15 %",2841964,1491324
Baraga,Michigan,Republican,"10 - 15 %",2841964,1491324
Noble,Indiana,Democrat,"10 - 15 %",2841964,1491324
Scott,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Hancock,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Elbert,Georgia,Democrat,"10 - 15 %",2841964,1491324
Morrow,Ohio,Democrat,"10 - 15 %",2841964,1491324
Rockingham,North Carolina,Democrat,"10 - 15 %",2841964,1491324
Early,Georgia,Republican,"10 - 15 %",2841964,1491324
Craig,Virginia,Democrat,"10 - 15 %",2841964,1491324
Texas,Missouri,Republican,"10 - 15 %",2841964,1491324
Randolph,Indiana,Republican,"10 - 15 %",2841964,1491324
Lamar,Georgia,Democrat,"10 - 15 %",2841964,1491324
Dickson,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Saluda,South Carolina,Republican,"10 - 15 %",2841964,1491324
Blount,Alabama,Republican,"10 - 15 %",2841964,1491324
King and Queen,Virginia,Democrat,"10 - 15 %",2841964,1491324
Jefferson,Oklahoma,Democrat,"10 - 15 %",2841964,1491324
Galax,Virginia,Republican,"10 - 15 %",2841964,1491324
Carter,Missouri,Democrat,"10 - 15 %",2841964,1491324
LaRue,Kentucky,Republican,"10 - 15 %",2841964,1491324
Williamsburg,South Carolina,Democrat,"10 - 15 %",2841964,1491324
Pittsylvania,Virginia,Republican,"10 - 15 %",2841964,1491324
Gordon,Georgia,Republican,"10 - 15 %",2841964,1491324
Mineral,Nevada,Republican,"10 - 15 %",2841964,1491324
Southampton,Virginia,Republican,"10 - 15 %",2841964,1491324
George,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Neshoba,Mississippi,Republican,"10 - 15 %",2841964,1491324
Lewis,Tennessee,Republican,"10 - 15 %",2841964,1491324
Howard,Arkansas,Republican,"10 - 15 %",2841964,1491324
Pleasants,West Virginia,Democrat,"10 - 15 %",2841964,1491324
Tyler,Texas,Republican,"10 - 15 %",2841964,1491324
Cochran,Texas,Democrat,"10 - 15 %",2841964,1491324
Perry,Kentucky,Republican,"10 - 15 %",2841964,1491324
Edwards,Illinois,Democrat,"10 - 15 %",2841964,1491324
Henry,Missouri,Republican,"10 - 15 %",2841964,1491324
DeSoto,Florida,Republican,"10 - 15 %",2841964,1491324
Chicot,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Iosco,Michigan,Republican,"10 - 15 %",2841964,1491324
Chickasaw,Mississippi,Democrat,"10 - 15 %",2841964,1491324
Macon,Georgia,Republican,"10 - 15 %",2841964,1491324
Jeff Davis,Louisiana,Democrat,"10 - 15 %",2841964,1491324
Gratiot,Michigan,Republican,"10 - 15 %",2841964,1491324
Clinton,Indiana,Republican,"10 - 15 %",2841964,1491324
Garfield,Montana,Democrat,"10 - 15 %",2841964,1491324
Pushmataha,Oklahoma,Democrat,"10 - 15 %",2841964,1491324
Treutlen,Georgia,Democrat,"10 - 15 %",2841964,1491324
Belmont,Ohio,Republican,"10 - 15 %",2841964,1491324
Wayne,Iowa,Democrat,"10 - 15 %",2841964,1491324
St. Francois,Missouri,Democrat,"10 - 15 %",2841964,1491324
Carroll,Virginia,Republican,"10 - 15 %",2841964,1491324
Westmoreland,Virginia,Democrat,"10 - 15 %",2841964,1491324
Madison,Louisiana,Republican,"10 - 15 %",2841964,1491324
Schley,Georgia,Republican,"10 - 15 %",2841964,1491324
Cibola,New Mexico,Democrat,"10 - 15 %",2841964,1491324
Butler,Nebraska,Democrat,"10 - 15 %",2841964,1491324
Vernon,Missouri,Democrat,"10 - 15 %",2841964,1491324
Lincoln,Wisconsin,Republican,"10 - 15 %",2841964,1491324
Limestone,Texas,Republican,"10 - 15 %",2841964,1491324
Madison,Arkansas,Republican,"10 - 15 %",2841964,1491324
Henry,Indiana,Democrat,"10 - 15 %",2841964,1491324
Houston,Texas,Democrat,"10 - 15 %",2841964,1491324
Goliad,Texas,Democrat,"10 - 15 %",2841964,1491324
Montgomery,Missouri,Republican,"10 - 15 %",2841964,1491324
McLean,Kentucky,Republican,"10 - 15 %",2841964,1491324
Fentress,Tennessee,Republican,"10 - 15 %",2841964,1491324
Grainger,Tennessee,Republican,"10 - 15 %",2841964,1491324
Fulton,Kentucky,Republican,"10 - 15 %",2841964,1491324
Clay,Illinois,Democrat,"10 - 15 %",2841964,1491324
McDuffie,Georgia,Republican,"10 - 15 %",2841964,1491324
Richland,Ohio,Democrat,"10 - 15 %",2841964,1491324
Dickson,Tennessee,Republican,"10 - 15 %",2841964,1491324
Franklin,Louisiana,Republican,"10 - 15 %",2841964,1491324
Huron,Ohio,Republican,"10 - 15 %",2841964,1491324
Monona,Iowa,Republican,"10 - 15 %",2841964,1491324
Roane,West Virginia,Democrat,"10 - 15 %",2841964,1491324
Marion,Arkansas,Republican,"10 - 15 %",2841964,1491324
Scott,Virginia,Democrat,"10 - 15 %",2841964,1491324
Iberia,Louisiana,Republican,"10 - 15 %",2841964,1491324
Love,Oklahoma,Democrat,"10 - 15 %",2841964,1491324
Madison,Georgia,Republican,"10 - 15 %",2841964,1491324
Gallatin,Illinois,Republican,"10 - 15 %",2841964,1491324
Ashtabula,Ohio,Democrat,"10 - 15 %",2841964,1491324
Terrebonne,Louisiana,Democrat,"10 - 15 %",2841964,1491324
Sussex,Virginia,Democrat,"10 - 15 %",2841964,1491324
Kinney,Texas,Democrat,"10 - 15 %",2841964,1491324
Monona,Iowa,Democrat,"10 - 15 %",2841964,1491324
San Patricio,Texas,Republican,"10 - 15 %",2841964,1491324
Mifflin,Pennsylvania,Republican,"10 - 15 %",2841964,1491324
Vance,North Carolina,Republican,"10 - 15 %",2841964,1491324
Logan,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Bradley,Arkansas,Republican,"10 - 15 %",2841964,1491324
Rockcastle,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Putnam,Illinois,Republican,"10 - 15 %",2841964,1491324
Wilkes,Georgia,Republican,"10 - 15 %",2841964,1491324
Daviess,Indiana,Republican,"10 - 15 %",2841964,1491324
Hale,Texas,Democrat,"10 - 15 %",2841964,1491324
Gulf,Florida,Republican,"10 - 15 %",2841964,1491324
Darke,Ohio,Democrat,"10 - 15 %",2841964,1491324
Franklin,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Lafayette,Arkansas,Republican,"10 - 15 %",2841964,1491324
Northumberland,Pennsylvania,Republican,"10 - 15 %",2841964,1491324
Columbia,Florida,Democrat,"10 - 15 %",2841964,1491324
Hickman,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Polk,Tennessee,Republican,"10 - 15 %",2841964,1491324
Monroe,Missouri,Republican,"10 - 15 %",2841964,1491324
Logan,Kentucky,Democrat,"10 - 15 %",2841964,1491324
Fulton,Illinois,Democrat,"10 - 15 %",2841964,1491324
Brown,Illinois,Republican,"10 - 15 %",2841964,1491324
Brown,Illinois,Democrat,"10 - 15 %",2841964,1491324
Warren,Tennessee,Democrat,"10 - 15 %",2841964,1491324
Tulare,California,Republican,"10 - 15 %",2841964,1491324
Humphreys,Mississippi,Democrat,"10 - 15 %",2841964,1491324
White,Tennessee,Republican,"10 - 15 %",2841964,1491324
Hickory,Missouri,Republican,"10 - 15 %",2841964,1491324
Little River,Arkansas,Republican,"10 - 15 %",2841964,1491324
Van Buren,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Sharp,Arkansas,Republican,"10 - 15 %",2841964,1491324
Juneau,Wisconsin,Republican,"10 - 15 %",2841964,1491324
Bracken,Kentucky,Republican,"10 - 15 %",2841964,1491324
Fulton,Arkansas,Democrat,"10 - 15 %",2841964,1491324
Perry,Illinois,Republican,"10 - 15 %",2841964,1491324
Oscoda,Michigan,Republican,"10 - 15 %",2841964,1491324
Edgecombe,North Carolina,Republican,"10 - 15 %",2841964,1491324
Darke,Ohio,Republican,"10 - 15 %",2841964,1491324
Gates,North Carolina,Democrat,"10 - 15 %",2841964,1491324
Guadalupe,New Mexico,Democrat,"10 - 15 %",2841964,1491324
Irion,Texas,Republican,"10 - 15 %",2841964,1491324
Hickory,Missouri,Democrat,"10 - 15 %",2841964,1491324
Perry,Ohio,Democrat,"10 - 15 %",2841964,1491324
Pittsylvania,Virginia,Democrat,"10 - 15 %",2841964,1491324
Iberville,Louisiana,Republican,"10 - 15 %",2841964,1491324
Van Buren,Arkansas,Republican,"10 - 15 %",2841964,1491324
